transaction_id,user_id,transaction_date,amount,status
T001396,U03357,2025-03-30,5000,success
T001397,U03358,2025-04-02,5000,success
T001398,U03360,2025-03-26,1000,success
T001399,U03361,2025-03-13,1000,success
T001400,U03364,2025-03-08,2000,success
T001401,U03366,2025-04-16,1000,success
T001402,U03367,2025-01-09,5000,success
T001403,U03368,2025-03-21,5000,success
T001404,U03376,2025-04-11,1000,success
T001405,U03377,2025-01-28,10000,success
T001406,U03382,2025-04-17,2000,success
T001407,U03391,2025-01-09,1000,success
T001408,U03393,2025-01-29,1000,success
T001409,U03394,2025-02-22,2000,success
T001410,U03397,2025-01-07,2000,success
T001411,U03400,2025-04-30,10000,success
T001412,U03401,2025-04-08,2000,success
T001413,U03403,2025-03-07,20000,success
T001414,U03410,2025-03-26,1000,success
T001415,U03412,2025-01-11,5000,success
T001416,U03414,2025-01-27,10000,success
T001417,U03415,2025-03-17,1000,success
T001418,U03416,2025-03-11,1000,success
T001419,U03417,2025-03-24,2000,success
T001420,U03418,2025-02-23,20000,success
T001421,U03424,2025-04-19,5000,success
T001422,U03426,2025-03-31,5000,success
T001423,U03429,2025-04-25,5000,success
T001424,U03432,2025-02-09,1000,success
T001425,U03433,2025-01-17,2000,success
T001426,U03434,2025-04-05,1000,success
T001427,U03435,2025-04-17,2000,success
T001428,U03436,2025-01-04,10000,success
T001429,U03438,2025-01-15,5000,success
T001430,U03446,2025-01-16,20000,success
T001431,U03449,2025-01-18,1000,success
T001432,U03455,2025-04-20,2000,success
T001433,U03456,2025-03-04,10000,success
T001434,U03457,2025-03-24,1000,success
T001435,U03459,2025-04-24,1000,success
T001436,U03461,2025-04-29,2000,success
T001437,U03463,2025-03-29,2000,success
T001438,U03466,2025-02-04,20000,success
T001439,U03471,2025-01-24,2000,success
T001440,U03472,2025-04-12,10000,success
T001441,U03473,2025-02-07,10000,success
T001442,U03476,2025-02-12,1000,success
T001443,U03479,2025-04-21,5000,success
T001444,U03481,2025-01-19,1000,success
T001445,U03482,2025-01-24,1000,success
T001446,U03484,2025-01-25,10000,success
T001447,U03485,2025-01-11,1000,success
T001448,U03486,2025-02-17,2000,success
T001449,U03487,2025-04-16,2000,success
T001450,U03488,2025-04-22,1000,success
T001451,U03489,2025-01-11,2000,success
T001452,U03491,2025-04-22,2000,success
T001453,U03494,2025-04-01,2000,success
T001454,U03497,2025-04-03,20000,success
T001455,U03498,2025-01-26,2000,success
T001456,U03501,2025-01-19,1000,success
T001457,U03503,2025-01-04,1000,success
T001458,U03506,2025-03-25,5000,success
T001459,U03509,2025-02-24,5000,success
T001460,U03520,2025-03-06,20000,success
T001461,U03521,2025-04-12,5000,success
T001462,U03523,2025-01-05,1000,success
T001463,U03524,2025-03-06,1000,success
T001464,U03525,2025-05-01,2000,success
T001465,U03526,2025-01-22,5000,success
T001466,U03527,2025-01-25,1000,success
T001467,U03530,2025-02-13,5000,success
T001468,U03532,2025-04-25,10000,success
T001469,U03539,2025-01-18,5000,success
T001470,U03542,2025-04-24,5000,success
T001471,U03543,2025-01-05,10000,success
T001472,U03544,2025-01-05,1000,success
T001473,U03546,2025-01-07,1000,success
T001474,U03549,2025-04-10,1000,success
T001475,U03552,2025-04-11,1000,success
T001476,U03557,2025-02-18,20000,success
T001477,U03560,2025-02-01,1000,success
T001478,U03561,2025-03-10,5000,success
T001479,U03562,2025-02-12,5000,success
T001480,U03565,2025-01-10,5000,success
T001481,U03567,2025-02-08,5000,success
T001482,U03569,2025-04-18,2000,success
T001483,U03570,2025-03-31,2000,success
T001484,U03571,2025-03-02,20000,success
T001485,U03572,2025-02-28,1000,success
T001486,U03579,2025-01-22,1000,success
T001487,U03580,2025-03-19,2000,success
T001488,U03582,2025-04-30,2000,success
T001489,U03584,2025-05-05,2000,success
T001490,U03592,2025-01-07,20000,success
T001491,U03594,2025-01-14,10000,success
T001492,U03599,2025-02-09,10000,success
T001493,U03601,2025-03-31,2000,success
T001494,U03602,2025-02-27,1000,success
T001495,U03606,2025-03-18,10000,success
T001496,U03608,2025-02-20,10000,success
T001497,U03612,2025-02-14,2000,success
T001498,U03617,2025-01-08,10000,success
T001499,U03618,2025-04-08,20000,success
T001500,U03619,2025-01-14,2000,success
T001501,U03623,2025-03-26,1000,success
T001502,U03624,2025-03-02,2000,success
T001503,U03625,2025-02-28,20000,success
T001504,U03628,2025-05-05,1000,success
T001505,U03630,2025-02-06,5000,success
T001506,U03631,2025-02-03,5000,success
T001507,U03632,2025-03-27,1000,success
T001508,U03633,2025-01-23,5000,success
T001509,U03634,2025-02-03,2000,success
T001510,U03635,2025-03-05,10000,success
T001511,U03636,2025-03-05,5000,success
T001512,U03638,2025-02-20,10000,success
T001513,U03639,2025-03-07,1000,success
T001514,U03640,2025-04-25,1000,success
T001515,U03643,2025-01-27,10000,success
T001516,U03644,2025-04-23,2000,success
T001517,U03646,2025-02-03,1000,success
T001518,U03647,2025-02-28,1000,success
T001519,U03648,2025-04-14,2000,success
T001520,U03652,2025-03-09,1000,success
T001521,U03658,2025-02-25,5000,success
T001522,U03664,2025-04-26,5000,success
T001523,U03668,2025-03-20,2000,success
T001524,U03670,2025-05-02,20000,success
T001525,U03672,2025-02-06,1000,success
T001526,U03675,2025-01-06,2000,success
T001527,U03679,2025-04-03,1000,success
T001528,U03680,2025-01-19,10000,success
T001529,U03681,2025-03-13,20000,success
T001530,U03683,2025-03-21,2000,success
T001531,U03684,2025-03-20,2000,success
T001532,U03688,2025-01-20,1000,success
T001533,U03689,2025-03-11,10000,success
T001534,U03690,2025-04-27,5000,success
T001535,U03696,2025-04-21,10000,success
T001536,U03698,2025-04-06,1000,success
T001537,U03700,2025-04-21,2000,success
T001538,U03701,2025-03-12,5000,success
T001539,U03702,2025-03-27,10000,success
T001540,U03707,2025-02-15,2000,success
T001541,U03708,2025-02-07,2000,success
T001542,U03713,2025-04-06,20000,success
T001543,U03714,2025-03-10,1000,success
T001544,U03716,2025-03-27,2000,success
T001545,U03718,2025-01-23,2000,success
T001546,U03719,2025-03-20,1000,success
T001547,U03720,2025-03-07,2000,success
T001548,U03721,2025-01-05,5000,success
T001549,U03722,2025-04-15,2000,success
T001550,U03724,2025-04-05,2000,success
T001551,U03726,2025-04-15,10000,success
T001552,U03727,2025-02-10,20000,success
T001553,U03728,2025-04-27,10000,success
T001554,U03731,2025-01-28,10000,success
T001555,U03732,2025-03-03,20000,success
T001556,U03733,2025-04-13,10000,success
T001557,U03737,2025-02-17,20000,success
T001558,U03738,2025-03-02,5000,success
T001559,U03739,2025-04-24,5000,success
T001560,U03744,2025-01-24,5000,success
T001561,U03746,2025-02-11,20000,success
T001562,U03748,2025-02-01,5000,success
T001563,U03753,2025-03-31,10000,success
T001564,U03755,2025-01-11,1000,success
T001565,U03761,2025-01-16,20000,success
T001566,U03764,2025-02-28,2000,success
T001567,U03768,2025-03-23,1000,success
T001568,U03769,2025-03-13,10000,success
T001569,U03771,2025-03-16,2000,success
T001570,U03772,2025-02-14,1000,success
T001571,U03777,2025-03-27,1000,success
T001572,U03779,2025-02-28,1000,success
T001573,U03780,2025-01-25,1000,success
T001574,U03783,2025-02-04,5000,success
T001575,U03784,2025-04-03,10000,success
T001576,U03785,2025-01-09,2000,success
T001577,U03786,2025-03-15,5000,success
T001578,U03787,2025-01-17,10000,success
T001579,U03789,2025-02-04,2000,success
T001580,U03790,2025-05-05,5000,success
T001581,U03792,2025-01-22,2000,success
T001582,U03795,2025-02-17,5000,success
T001583,U03797,2025-01-23,1000,success
T001584,U03798,2025-02-15,20000,success
T001585,U03800,2025-04-20,1000,success
T001586,U03801,2025-05-02,2000,success
T001587,U03802,2025-01-16,1000,success
T001588,U03805,2025-03-02,5000,success
T001589,U03806,2025-01-23,2000,success
T001590,U03808,2025-03-12,2000,success
T001591,U03810,2025-04-02,1000,success
T001592,U03811,2025-04-04,1000,success
T001593,U03814,2025-02-20,10000,success
T001594,U03818,2025-03-26,1000,success
T001595,U03819,2025-01-14,10000,success
T001596,U03823,2025-02-19,2000,success
T001597,U03824,2025-05-01,1000,success
T001598,U03827,2025-03-14,1000,success
T001599,U03828,2025-03-29,10000,success
T001600,U03833,2025-03-03,5000,success
T001601,U03834,2025-03-05,1000,success
T001602,U03837,2025-03-03,5000,success
T001603,U03840,2025-02-13,10000,success
T001604,U03841,2025-03-31,2000,success
T001605,U03842,2025-02-20,5000,success
T001606,U03843,2025-01-21,1000,success
T001607,U03848,2025-04-14,1000,success
T001608,U03851,2025-03-28,2000,success
T001609,U03854,2025-01-24,10000,success
T001610,U03857,2025-03-11,2000,success
T001611,U03861,2025-04-27,2000,success
T001612,U03862,2025-02-21,2000,success
T001613,U03863,2025-02-12,2000,success
T001614,U03864,2025-03-31,2000,success
T001615,U03869,2025-02-09,5000,success
T001616,U03871,2025-03-01,1000,success
T001617,U03879,2025-02-01,10000,success
T001618,U03880,2025-01-11,1000,success
T001619,U03881,2025-01-23,5000,success
T001620,U03884,2025-03-14,2000,success
T001621,U03885,2025-04-24,10000,success
T001622,U03886,2025-04-29,10000,success
T001623,U03888,2025-01-19,1000,success
T001624,U03894,2025-05-01,5000,success
T001625,U03896,2025-01-16,1000,success
T001626,U03897,2025-02-01,1000,success
T001627,U03899,2025-02-12,20000,success
T001628,U03900,2025-03-05,1000,success
T001629,U03902,2025-01-31,1000,success
T001630,U03903,2025-04-26,1000,success
T001631,U03905,2025-03-11,2000,success
T001632,U03906,2025-01-28,20000,success
T001633,U03907,2025-05-02,1000,success
T001634,U03915,2025-01-09,2000,success
T001635,U03920,2025-02-20,2000,success
T001636,U03924,2025-02-24,2000,success
T001637,U03925,2025-01-12,5000,success
T001638,U03926,2025-05-04,5000,success
T001639,U03928,2025-03-21,2000,success
T001640,U03931,2025-04-08,10000,success
T001641,U03938,2025-01-10,1000,success
T001642,U03939,2025-02-19,1000,success
T001643,U03943,2025-04-17,20000,success
T001644,U03945,2025-02-11,5000,success
T001645,U03946,2025-03-03,10000,success
T001646,U03948,2025-03-16,5000,success
T001647,U03951,2025-01-10,2000,success
T001648,U03952,2025-03-23,5000,success
T001649,U03953,2025-01-05,1000,success
T001650,U03955,2025-01-04,10000,success
T001651,U03957,2025-04-27,2000,success
T001652,U03958,2025-04-18,20000,success
T001653,U03964,2025-05-01,5000,success
T001654,U03966,2025-04-17,1000,success
T001655,U03969,2025-04-21,2000,success
T001656,U03970,2025-04-15,1000,success
T001657,U03972,2025-04-07,5000,success
T001658,U03973,2025-03-15,2000,success
T001659,U03974,2025-04-23,2000,success
T001660,U03975,2025-04-29,20000,success
T001661,U03977,2025-02-05,20000,success
T001662,U03979,2025-01-13,20000,success
T001663,U03981,2025-02-18,1000,success
T001664,U03984,2025-01-04,5000,success
T001665,U03985,2025-03-06,20000,success
T001666,U03987,2025-05-03,5000,success
T001667,U03991,2025-01-14,1000,success
T001668,U03992,2025-02-03,10000,success
T001669,U03993,2025-01-07,10000,success
T001670,U03994,2025-01-28,5000,success
T001671,U03996,2025-04-05,1000,success
T001672,U03998,2025-05-01,1000,success
T001673,U04000,2025-03-11,5000,success
T001674,U04001,2025-01-27,2000,success
T001675,U04004,2025-03-13,5000,success
T001676,U04006,2025-01-23,1000,success
T001677,U04007,2025-02-05,1000,success
T001678,U04008,2025-01-28,2000,success
T001679,U04015,2025-04-27,1000,success
T001680,U04016,2025-04-14,5000,success
T001681,U04018,2025-01-07,2000,success
T001682,U04019,2025-03-30,5000,success
T001683,U04020,2025-03-03,10000,success
T001684,U04021,2025-02-14,1000,success
T001685,U04022,2025-01-13,20000,success
T001686,U04028,2025-03-28,10000,success
T001687,U04030,2025-04-14,5000,success
T001688,U04031,2025-03-28,20000,success
T001689,U04032,2025-01-04,1000,success
T001690,U04033,2025-03-20,2000,success
T001691,U04038,2025-01-21,1000,success
T001692,U04039,2025-01-31,2000,success
T001693,U04043,2025-02-08,2000,success
T001694,U04044,2025-03-27,5000,success
T001695,U04045,2025-02-08,1000,success
T001696,U04046,2025-02-26,1000,success
T001697,U04047,2025-02-04,2000,success
T001698,U04053,2025-03-20,1000,success
T001699,U04054,2025-03-01,10000,success
T001700,U04063,2025-01-21,5000,success
T001701,U04064,2025-04-01,2000,success
T001702,U04065,2025-02-04,1000,success
T001703,U04071,2025-04-13,1000,success
T001704,U04072,2025-02-13,5000,success
T001705,U04073,2025-05-03,20000,success
T001706,U04074,2025-02-02,2000,success
T001707,U04076,2025-02-09,10000,success
T001708,U04077,2025-03-15,10000,success
T001709,U04081,2025-03-13,1000,success
T001710,U04082,2025-04-30,20000,success
T001711,U04083,2025-03-30,2000,success
T001712,U04085,2025-03-09,20000,success
T001713,U04086,2025-01-10,2000,success
T001714,U04090,2025-02-12,1000,success
T001715,U04093,2025-01-27,20000,success
T001716,U04094,2025-04-11,1000,success
T001717,U04098,2025-02-20,10000,success
T001718,U04101,2025-04-16,1000,success
T001719,U04104,2025-02-10,5000,success
T001720,U04107,2025-03-19,2000,success
T001721,U04108,2025-03-24,20000,success
T001722,U04110,2025-04-28,1000,success
T001723,U04115,2025-03-04,2000,success
T001724,U04120,2025-02-10,5000,success
T001725,U04121,2025-01-17,20000,success
T001726,U04123,2025-05-01,2000,success
T001727,U04124,2025-03-15,2000,success
T001728,U04128,2025-02-01,2000,success
T001729,U04129,2025-03-24,1000,success
T001730,U04131,2025-04-26,10000,success
T001731,U04132,2025-01-30,1000,success
T001732,U04133,2025-02-12,5000,success
T001733,U04136,2025-01-31,2000,success
T001734,U04140,2025-02-20,1000,success
T001735,U04142,2025-04-22,2000,success
T001736,U04143,2025-02-22,10000,success
T001737,U04145,2025-02-16,2000,success
T001738,U04148,2025-01-31,1000,success
T001739,U04149,2025-03-26,1000,success
T001740,U04150,2025-02-16,10000,success
T001741,U04152,2025-03-25,2000,success
T001742,U04155,2025-05-01,20000,success
T001743,U04157,2025-02-18,5000,success
T001744,U04161,2025-02-07,2000,success
T001745,U04162,2025-02-26,5000,success
T001746,U04163,2025-03-07,2000,success
T001747,U04164,2025-02-08,20000,success
T001748,U04165,2025-02-12,2000,success
T001749,U04170,2025-02-04,1000,success
T001750,U04171,2025-05-05,5000,success
T001751,U04172,2025-02-24,5000,success
T001752,U04175,2025-03-18,10000,success
T001753,U04177,2025-04-11,20000,success
T001754,U04178,2025-04-20,2000,success
T001755,U04179,2025-03-06,2000,success
T001756,U04180,2025-03-22,2000,success
T001757,U04182,2025-02-15,20000,success
T001758,U04185,2025-04-06,20000,success
T001759,U04186,2025-01-10,20000,success
T001760,U04189,2025-04-23,1000,success
T001761,U04195,2025-04-08,2000,success
T001762,U04198,2025-02-21,1000,success
T001763,U04199,2025-02-01,2000,success
T001764,U04200,2025-01-16,1000,success
T001765,U04202,2025-01-15,1000,success
T001766,U04203,2025-03-09,2000,success
T001767,U04209,2025-02-18,2000,success
T001768,U04210,2025-01-25,1000,success
T001769,U04211,2025-04-16,1000,success
T001770,U04212,2025-03-13,5000,success
T001771,U04218,2025-01-13,1000,success
T001772,U04219,2025-03-11,5000,success
T001773,U04220,2025-02-05,2000,success
T001774,U04222,2025-04-14,10000,success
T001775,U04223,2025-03-30,1000,success
T001776,U04224,2025-04-09,1000,success
T001777,U04225,2025-03-09,5000,success
T001778,U04229,2025-02-19,20000,success
T001779,U04230,2025-02-14,1000,success
T001780,U04234,2025-02-19,1000,success
T001781,U04235,2025-02-19,20000,success
T001782,U04236,2025-01-18,1000,success
T001783,U04237,2025-04-17,1000,success
T001784,U04238,2025-01-24,20000,success
T001785,U04239,2025-01-27,10000,success
T001786,U04241,2025-04-08,2000,success
T001787,U04244,2025-01-25,20000,success
T001788,U04246,2025-02-11,5000,success
T001789,U04249,2025-02-24,1000,success
T001790,U04252,2025-03-17,5000,success
T001791,U04255,2025-01-04,2000,success
T001792,U04258,2025-02-14,5000,success
T001793,U04259,2025-03-13,20000,success
T001794,U04267,2025-04-16,1000,success
T001795,U04268,2025-01-05,5000,success
T001796,U04270,2025-03-29,2000,success
T001797,U04272,2025-01-10,1000,success
T001798,U04273,2025-03-30,5000,success
T001799,U04274,2025-01-26,5000,success
T001800,U04275,2025-03-26,10000,success
T001801,U04276,2025-01-18,10000,success
T001802,U04279,2025-01-06,5000,success
T001803,U04287,2025-04-04,2000,success
T001804,U04292,2025-01-15,2000,success
T001805,U04293,2025-02-05,2000,success
T001806,U04294,2025-02-18,1000,success
T001807,U04295,2025-04-22,5000,success
T001808,U04301,2025-04-16,5000,success
T001809,U04302,2025-02-18,5000,success
T001810,U04305,2025-03-06,20000,success
T001811,U04309,2025-04-08,1000,success
T001812,U04310,2025-04-02,2000,success
T001813,U04312,2025-03-29,5000,success
T001814,U04313,2025-04-29,5000,success
T001815,U04315,2025-03-07,1000,success
T001816,U04317,2025-04-19,2000,success
T001817,U04318,2025-04-19,1000,success
T001818,U04319,2025-02-24,10000,success
T001819,U04324,2025-02-23,10000,success
T001820,U04325,2025-02-10,1000,success
T001821,U04328,2025-01-26,1000,success
T001822,U04329,2025-02-23,1000,success
T001823,U04330,2025-03-05,1000,success
T001824,U04338,2025-04-23,1000,success
T001825,U04339,2025-01-23,1000,success
T001826,U04340,2025-01-16,2000,success
T001827,U04342,2025-02-21,2000,success
T001828,U04343,2025-02-20,5000,success
T001829,U04345,2025-02-13,2000,success
T001830,U04346,2025-04-19,10000,success
T001831,U04349,2025-03-16,20000,success
T001832,U04356,2025-04-22,2000,success
T001833,U04358,2025-02-19,1000,success
T001834,U04359,2025-04-05,1000,success
T001835,U04360,2025-04-16,1000,success
T001836,U04361,2025-04-05,2000,success
T001837,U04362,2025-03-16,5000,success
T001838,U04364,2025-01-31,2000,success
T001839,U04366,2025-02-17,1000,success
T001840,U04368,2025-02-01,10000,success
T001841,U04371,2025-03-30,1000,success
T001842,U04377,2025-03-12,1000,success
T001843,U04378,2025-03-14,5000,success
T001844,U04379,2025-04-09,1000,success
T001845,U04382,2025-03-25,5000,success
T001846,U04385,2025-04-23,20000,success
T001847,U04386,2025-01-31,10000,success
T001848,U04390,2025-04-09,1000,success
T001849,U04391,2025-03-20,2000,success
T001850,U04392,2025-04-30,2000,success
T001851,U04394,2025-02-13,20000,success
T001852,U04395,2025-02-10,20000,success
T001853,U04398,2025-02-04,1000,success
T001854,U04401,2025-03-12,20000,success
T001855,U04402,2025-02-25,1000,success
T001856,U04403,2025-03-18,2000,success
T001857,U04405,2025-01-10,2000,success
T001858,U04406,2025-01-20,1000,success
T001859,U04409,2025-05-01,10000,success
T001860,U04416,2025-01-28,2000,success
T001861,U04417,2025-05-02,10000,success
T001862,U04422,2025-01-22,20000,success
T001863,U04424,2025-02-14,10000,success
T001864,U04425,2025-01-07,2000,success
T001865,U04427,2025-02-11,5000,success
T001866,U04430,2025-04-20,2000,success
T001867,U04439,2025-02-20,10000,success
T001868,U04441,2025-01-27,1000,success
T001869,U04442,2025-01-26,5000,success
T001870,U04446,2025-01-23,10000,success
T001871,U04450,2025-02-06,10000,success
T001872,U04451,2025-04-12,20000,success
T001873,U04452,2025-02-15,1000,success
T001874,U04456,2025-04-14,2000,success
T001875,U04458,2025-03-03,2000,success
T001876,U04460,2025-04-11,2000,success
T001877,U04464,2025-02-01,2000,success
T001878,U04465,2025-02-18,1000,success
T001879,U04469,2025-01-25,10000,success
T001880,U04472,2025-02-19,20000,success
T001881,U04475,2025-05-02,1000,success
T001882,U04476,2025-04-11,1000,success
T001883,U04477,2025-02-05,1000,success
T001884,U04479,2025-02-10,2000,success
T001885,U04481,2025-02-27,10000,success
T001886,U04483,2025-02-10,1000,success
T001887,U04484,2025-01-10,5000,success
T001888,U04489,2025-03-08,1000,success
T001889,U04493,2025-01-31,20000,success
T001890,U04497,2025-04-04,10000,success
T001891,U04498,2025-02-07,20000,success
T001892,U04499,2025-02-15,1000,success
T001893,U04500,2025-04-23,2000,success
T001894,U04501,2025-04-08,1000,success
T001895,U04503,2025-01-15,5000,success
T001896,U04504,2025-02-21,1000,success
T001897,U04510,2025-02-07,10000,success
T001898,U04511,2025-02-22,5000,success
T001899,U04517,2025-02-04,5000,success
T001900,U04520,2025-04-21,10000,success
T001901,U04522,2025-03-11,2000,success
T001902,U04523,2025-02-01,1000,success
T001903,U04524,2025-05-04,5000,success
T001904,U04525,2025-03-30,20000,success
T001905,U04526,2025-03-04,5000,success
T001906,U04528,2025-03-20,5000,success
T001907,U04529,2025-02-19,20000,success
T001908,U04532,2025-01-31,2000,success
T001909,U04533,2025-02-17,20000,success
T001910,U04536,2025-03-06,1000,success
T001911,U04537,2025-04-04,2000,success
T001912,U04540,2025-02-22,1000,success
T001913,U04542,2025-03-05,2000,success
T001914,U04547,2025-04-11,1000,success
T001915,U04549,2025-02-16,1000,success
T001916,U04550,2025-04-11,1000,success
T001917,U04554,2025-03-14,2000,success
T001918,U04557,2025-04-23,1000,success
T001919,U04558,2025-02-03,10000,success
T001920,U04564,2025-04-21,1000,success
T001921,U04565,2025-04-09,2000,success
T001922,U04569,2025-03-14,1000,success
T001923,U04573,2025-01-14,1000,success
T001924,U04576,2025-03-29,10000,success
T001925,U04577,2025-02-25,10000,success
T001926,U04581,2025-02-16,10000,success
T001927,U04584,2025-04-23,2000,success
T001928,U04585,2025-02-24,1000,success
T001929,U04586,2025-04-25,1000,success
T001930,U04587,2025-03-28,5000,success
T001931,U04588,2025-02-20,10000,success
T001932,U04589,2025-04-20,20000,success
T001933,U04590,2025-01-24,1000,success
T001934,U04592,2025-01-14,2000,success
T001935,U04593,2025-04-14,1000,success
T001936,U04594,2025-03-12,10000,success
T001937,U04595,2025-04-28,1000,success
T001938,U04600,2025-04-11,2000,success
T001939,U04601,2025-01-15,20000,success
T001940,U04604,2025-01-17,10000,success
T001941,U04605,2025-04-14,1000,success
T001942,U04606,2025-02-26,1000,success
T001943,U04610,2025-04-18,10000,success
T001944,U04613,2025-01-22,5000,success
T001945,U04614,2025-02-06,5000,success
T001946,U04615,2025-04-17,1000,success
T001947,U04623,2025-04-28,10000,success
T001948,U04629,2025-01-13,10000,success
T001949,U04631,2025-02-19,10000,success
T001950,U04633,2025-01-17,2000,success
T001951,U04634,2025-05-03,1000,success
T001952,U04635,2025-01-25,1000,success
T001953,U04641,2025-03-25,20000,success
T001954,U04643,2025-01-20,1000,success
T001955,U04651,2025-01-29,1000,success
T001956,U04652,2025-02-18,1000,success
T001957,U04654,2025-04-22,10000,success
T001958,U04656,2025-04-10,10000,success
T001959,U04660,2025-04-16,10000,success
T001960,U04662,2025-02-03,5000,success
T001961,U04664,2025-03-31,20000,success
T001962,U04666,2025-01-20,1000,success
T001963,U04669,2025-03-10,10000,success
T001964,U04671,2025-04-27,2000,success
T001965,U04672,2025-03-26,2000,success
T001966,U04673,2025-02-24,1000,success
T001967,U04674,2025-02-25,1000,success
T001968,U04675,2025-03-24,2000,success
T001969,U04676,2025-04-06,1000,success
T001970,U04678,2025-04-07,2000,success
T001971,U04683,2025-01-11,1000,success
T001972,U04684,2025-04-25,1000,success
T001973,U04687,2025-03-17,10000,success
T001974,U04688,2025-03-18,20000,success
T001975,U04689,2025-04-28,20000,success
T001976,U04690,2025-02-17,5000,success
T001977,U04691,2025-03-26,10000,success
T001978,U04693,2025-04-25,10000,success
T001979,U04694,2025-04-09,5000,success
T001980,U04695,2025-04-09,2000,success
T001981,U04701,2025-03-04,1000,success
T001982,U04707,2025-02-05,1000,success
T001983,U04708,2025-05-02,10000,success
T001984,U04712,2025-01-23,5000,success
T001985,U04715,2025-02-15,2000,success
T001986,U04718,2025-01-12,1000,success
T001987,U04720,2025-03-10,1000,success
T001988,U04721,2025-01-23,5000,success
T001989,U04722,2025-03-24,2000,success
T001990,U04725,2025-02-15,2000,success
T001991,U04726,2025-01-26,2000,success
T001992,U04727,2025-02-07,5000,success
T001993,U04735,2025-04-27,20000,success
T001994,U04736,2025-01-13,20000,success
T001995,U04738,2025-04-26,1000,success
T001996,U04739,2025-04-17,2000,success
T001997,U04740,2025-03-18,2000,success
T001998,U04741,2025-01-31,2000,success
T001999,U04742,2025-01-12,5000,success
T002000,U04745,2025-02-10,1000,success
T002001,U04748,2025-01-06,10000,success
T002002,U04749,2025-01-17,2000,success
T002003,U04750,2025-02-06,20000,success
T002004,U04753,2025-01-12,1000,success
T002005,U04754,2025-01-06,1000,success
T002006,U04756,2025-03-16,5000,success
T002007,U04757,2025-01-01,5000,success
T002008,U04758,2025-02-05,5000,success
T002009,U04759,2025-02-04,20000,success
T002010,U04760,2025-03-08,2000,success
T002011,U04764,2025-01-11,2000,success
T002012,U04768,2025-01-05,20000,success
T002013,U04769,2025-02-01,2000,success
T002014,U04771,2025-04-15,2000,success
T002015,U04772,2025-03-18,5000,success
T002016,U04773,2025-04-10,5000,success
T002017,U04775,2025-01-05,2000,success
T002018,U04778,2025-03-20,1000,success
T002019,U04779,2025-02-16,2000,success
T002020,U04780,2025-04-08,1000,success
T002021,U04783,2025-03-06,20000,success
T002022,U04788,2025-02-13,1000,success
T002023,U04789,2025-01-22,1000,success
T002024,U04791,2025-02-09,5000,success
T002025,U04792,2025-04-18,5000,success
T002026,U04793,2025-01-20,5000,success
T002027,U04794,2025-04-16,2000,success
T002028,U04796,2025-03-10,10000,success
T002029,U04797,2025-03-10,2000,success
T002030,U04798,2025-04-03,2000,success
T002031,U04799,2025-01-14,10000,success
T002032,U04802,2025-02-02,1000,success
T002033,U04803,2025-02-04,10000,success
T002034,U04810,2025-03-01,2000,success
T002035,U04814,2025-04-16,20000,success
T002036,U04815,2025-02-28,1000,success
T002037,U04820,2025-02-02,20000,success
T002038,U04821,2025-02-22,5000,success
T002039,U04822,2025-01-18,5000,success
T002040,U04823,2025-01-24,2000,success
T002041,U04825,2025-02-23,20000,success
T002042,U04826,2025-01-24,2000,success
T002043,U04827,2025-03-02,2000,success
T002044,U04828,2025-01-29,10000,success
T002045,U04829,2025-03-28,1000,success
T002046,U04830,2025-02-02,1000,success
T002047,U04832,2025-02-27,10000,success
T002048,U04836,2025-03-18,1000,success
T002049,U04838,2025-04-15,10000,success
T002050,U04841,2025-02-24,5000,success
T002051,U04846,2025-02-21,2000,success
T002052,U04848,2025-04-21,1000,success
T002053,U04856,2025-01-08,10000,success
T002054,U04859,2025-04-02,10000,success
T002055,U04863,2025-05-01,2000,success
T002056,U04864,2025-02-05,2000,success
T002057,U04866,2025-02-06,1000,success
T002058,U04867,2025-03-27,10000,success
T002059,U04872,2025-03-22,5000,success
T002060,U04875,2025-03-01,1000,success
T002061,U04876,2025-04-10,10000,success
T002062,U04880,2025-01-20,10000,success
T002063,U04882,2025-03-30,1000,success
T002064,U04888,2025-01-09,10000,success
T002065,U04889,2025-02-12,10000,success
T002066,U04890,2025-01-07,20000,success
T002067,U04891,2025-03-15,1000,success
T002068,U04893,2025-03-09,2000,success
T002069,U04898,2025-04-19,20000,success
T002070,U04900,2025-01-12,1000,success
T002071,U04902,2025-02-06,2000,success
T002072,U04908,2025-02-25,2000,success
T002073,U04918,2025-01-21,5000,success
T002074,U04920,2025-04-01,2000,success
T002075,U04921,2025-04-01,20000,success
T002076,U04924,2025-03-04,1000,success
T002077,U04926,2025-04-03,5000,success
T002078,U04931,2025-01-24,2000,success
T002079,U04933,2025-01-22,1000,success
T002080,U04934,2025-04-23,1000,success
T002081,U04937,2025-02-05,20000,success
T002082,U04938,2025-01-29,5000,success
T002083,U04939,2025-04-21,5000,success
T002084,U04947,2025-01-24,10000,success
T002085,U04949,2025-03-29,1000,success
T002086,U04951,2025-01-16,5000,success
T002087,U04955,2025-04-16,1000,success
T002088,U04956,2025-05-02,5000,success
T002089,U04962,2025-02-21,1000,success
T002090,U04963,2025-04-23,10000,success
T002091,U04966,2025-04-11,5000,success
T002092,U04968,2025-04-19,2000,success
T002093,U04969,2025-03-14,2000,success
